City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Acari,PE,-15.4311,-74.6158,81.99,50,85,10.76,overcast clouds
347,Khatanga,RU,71.9667,102.5,-21.15,98,100,8.05,overcast clouds
348,Ust-Nera,RU,64.5667,143.2,-40.79,99,70,4.21,broken clouds
349,Uvat,RU,59.1433,68.8953,28.18,97,100,10.33,snow
350,Fukue,JP,32.6881,128.8419,54.36,56,80,6.64,broken clouds
351,Laguna De Perlas,NI,12.3429,-83.6712,81.55,80,85,12.71,overcast clouds
352,Kapaa,US,22.0752,-159.319,66.18,82,20,1.99,light rain
353,Plettenberg Bay,ZA,-34.0527,23.3716,63.43,91,99,16.6,overcast clouds
354,Ban Nahin,LA,18.2418,104.2122,54.95,69,52,4.81,broken clouds
355,Tupaciguara,BR,-18.5922,-48.705,83.61,49,8,7.83,clear sky
356,Nelson Bay,AU,-32.7167,152.15,68.0,69,95,3.0,overcast clouds
357,Eyemouth,GB,55.8713,-2.0901,40.84,96,94,26.98,moderate rain
358,Amapa,BR,1.0,-52.0,79.84,90,84,3.62,broken clouds
359,Laguna,US,38.421,-121.4238,60.62,98,90,4.61,fog
360,Port Macquarie,AU,-31.4333,152.9167,66.16,87,38,16.02,light rain
361,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.52,70,71,10.78,broken clouds
362,Lata,PT,40.1629,-8.3327,57.04,90,49,5.97,scattered clouds
363,Polson,US,47.6936,-114.1632,34.11,62,100,6.69,snow
364,Kitakami,JP,39.2833,141.1167,30.76,86,66,10.2,light snow
365,Sept-Iles,CA,50.2001,-66.3821,24.06,63,14,14.0,few clouds
366,Valer,NO,60.6785,11.8331,20.3,97,96,2.75,overcast clouds
367,Rio Gallegos,AR,-51.6226,-69.2181,73.45,27,75,4.61,broken clouds
368,Ngunguru,NZ,-35.6167,174.5,67.15,88,100,12.48,overcast clouds
369,Manati,PR,18.4275,-66.4921,88.23,85,77,14.61,broken clouds
370,Colquechaca,BO,-18.6667,-66.0167,46.85,52,53,8.37,broken clouds
371,Bezhanitsy,RU,56.9767,29.8907,14.88,99,88,2.13,overcast clouds
372,Kalemie,CD,-5.9475,29.1947,75.13,67,26,2.98,scattered clouds
373,Metro,ID,-5.1131,105.3067,75.51,88,100,1.34,overcast clouds
374,Ambilobe,MG,-13.2,49.05,80.83,66,52,6.17,broken clouds
375,Maple Creek,CA,49.9168,-109.4848,30.25,51,100,10.36,overcast clouds
376,Kununurra,AU,-15.7667,128.7333,84.18,79,94,0.0,overcast clouds
377,Barranquilla,CO,10.9639,-74.7964,85.78,70,75,12.66,broken clouds
378,Bambous Virieux,MU,-20.3428,57.7575,79.21,83,20,6.91,few clouds
379,Savannah Bight,HN,16.45,-85.85,82.99,69,75,10.29,broken clouds
380,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,90,89,5.28,overcast clouds
381,Rimbey,CA,52.6334,-114.2353,3.04,80,100,4.88,overcast clouds
382,Mgandu,TZ,-5.95,34.1333,73.04,45,63,8.5,broken clouds
383,Porbandar,IN,21.6422,69.6093,75.96,54,2,12.53,clear sky
384,Lompoc,US,34.6391,-120.4579,55.26,86,90,3.44,overcast clouds
385,Zaporizhzhya,UA,47.8167,35.1833,34.47,93,75,6.71,light rain
386,Taonan,CN,45.3333,122.7833,16.52,90,6,11.59,clear sky
387,Udachnyy,RU,66.4167,112.4,-10.55,76,100,15.93,overcast clouds
388,Manta,EC,-0.95,-80.7333,78.4,70,71,11.95,broken clouds
389,Namibe,AO,-15.1961,12.1522,72.41,67,46,11.03,scattered clouds
390,Tocopilla,CL,-22.092,-70.1979,72.03,64,46,9.15,scattered clouds
391,Choix,MX,26.7092,-108.3219,80.51,32,93,2.21,overcast clouds
392,Aklavik,CA,68.2191,-135.0107,-25.04,88,5,8.48,clear sky
393,Rantepao,ID,-2.9701,119.8978,68.86,96,100,2.71,overcast clouds
394,Sao Francisco,BR,-15.9486,-44.8644,82.56,65,78,4.41,broken clouds
395,Taos,US,36.4072,-105.5731,54.21,37,1,3.44,clear sky
396,Alexandria,EG,31.2156,29.9553,66.67,53,100,10.2,overcast clouds
397,Prince Rupert,CA,54.3161,-130.3201,35.29,87,90,4.61,light snow
398,Barddhaman,IN,23.25,87.85,66.74,86,100,6.11,overcast clouds
399,Dingle,PH,10.9995,122.6711,71.71,91,89,8.63,overcast clouds
400,Krasnoselkup,RU,65.7,82.4667,-15.45,96,100,4.92,overcast clouds
401,Surazh,RU,53.0175,32.3918,25.18,94,94,9.04,overcast clouds
402,Quepem,IN,15.2167,74.0667,74.16,94,30,3.02,scattered clouds
403,Corner Brook,CA,48.9667,-57.9484,27.21,71,100,18.37,light snow
404,Tombouctou,ML,20.0,-3.0,77.59,13,32,10.16,scattered clouds
405,Jizan,SA,17.3333,42.6667,79.93,67,1,0.89,clear sky
406,Ifanadiana,MG,-21.3,47.6333,71.13,91,8,1.81,clear sky
407,Algiers,DZ,36.7525,3.042,53.42,67,20,5.75,few clouds
408,Le Port,RE,-20.9373,55.2919,78.8,83,47,5.86,scattered clouds
409,Monzon,ES,41.9108,0.1941,54.16,61,66,23.35,broken clouds
410,Paducah,US,37.0834,-88.6001,57.45,54,1,9.22,clear sky
411,Gawler,AU,-34.6,138.7333,58.24,79,25,5.26,scattered clouds
412,Hambantota,LK,6.1241,81.1185,78.87,84,52,5.91,broken clouds
413,Kushmurun,KZ,52.4503,64.6311,31.19,94,100,11.81,overcast clouds
414,Ramhormoz,IR,31.28,49.6035,57.27,36,44,5.41,scattered clouds
415,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,100,4.61,overcast clouds
416,Guerrero Negro,MX,27.9769,-114.0611,66.65,68,96,8.48,overcast clouds
417,Richards Bay,ZA,-28.783,32.0377,73.27,97,100,14.2,heavy intensity rain
418,Asau,RO,46.4333,26.4,31.95,79,58,3.58,broken clouds
419,Jiuquan,CN,39.7432,98.5174,30.18,25,26,0.72,scattered clouds
420,Shaoguan,CN,24.8,113.5833,47.01,58,27,1.63,scattered clouds
421,Beyneu,KZ,45.3167,55.2,34.95,73,72,10.71,broken clouds
422,Jalu,LY,29.0331,21.5482,59.32,32,0,17.58,clear sky
423,Tuy Hoa,VN,13.0833,109.3,69.19,78,100,10.0,light rain
424,Mishan,CN,45.55,131.8833,-0.83,90,13,4.14,few clouds
425,Challans,FR,46.8436,-1.8749,48.11,72,98,21.32,overcast clouds
426,Eenhana,NA,-17.4667,16.3333,79.25,50,90,11.03,overcast clouds
427,Broken Hill,AU,-31.95,141.4333,64.53,38,92,14.32,overcast clouds
428,Bubaque,GW,11.2833,-15.8333,81.37,69,9,8.14,clear sky
429,Maneadero,MX,31.7167,-116.5667,57.18,88,49,1.01,scattered clouds
430,Cahabon,GT,15.5667,-89.8167,76.3,88,90,1.3,overcast clouds
431,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,20,0,13.8,clear sky
432,Olinda,BR,-8.0089,-34.8553,85.73,70,40,11.5,scattered clouds
433,Sarila,IN,25.7667,79.6833,66.54,46,0,2.21,clear sky
434,Ishigaki,JP,24.3448,124.1572,68.9,63,100,18.75,overcast clouds
435,Bolshaya Rechka,RU,51.9503,104.7355,19.67,78,78,1.74,broken clouds
436,Punta Alta,AR,-38.8759,-62.0736,61.54,52,99,10.67,overcast clouds
437,Mareeba,AU,-17.0,145.4333,70.52,87,91,2.39,overcast clouds
438,Huarmey,PE,-10.0681,-78.1522,71.83,75,75,9.75,broken clouds
439,Springbok,ZA,-29.6643,17.8865,53.74,84,63,15.66,light rain
440,Banda Aceh,ID,5.5577,95.3222,77.9,83,89,6.62,overcast clouds
441,Emerald,AU,-23.5333,148.1667,73.98,53,6,8.7,clear sky
442,Nantucket,US,41.2835,-70.0995,42.94,59,41,7.63,scattered clouds
443,Qui Nhon,VN,13.7667,109.2333,68.72,76,100,17.25,overcast clouds
444,Zhigansk,RU,66.7697,123.3711,-14.24,97,100,18.45,light snow
445,Sidney,AU,-33.8679,151.2073,63.72,73,75,5.01,broken clouds
446,Shakawe,BW,-18.3667,21.85,77.05,60,85,7.38,light rain
447,Curaca,BR,-8.9903,-39.9094,90.5,37,94,8.86,overcast clouds
448,Lazaro Cardenas,MX,17.9583,-102.2,82.65,63,57,2.01,broken clouds
449,Forestville,US,38.8451,-76.875,57.51,47,1,5.75,clear sky
450,Fort Nelson,CA,58.8053,-122.7002,-18.81,76,90,2.3,light snow
451,Jimeta,NG,9.2833,12.4667,90.43,21,8,0.81,clear sky
452,Sao Joao De Pirabas,BR,-0.7747,-47.1772,83.95,70,98,6.51,overcast clouds
453,Matamoros,MX,25.5333,-103.25,68.11,56,40,0.0,scattered clouds
454,Beroroha,MG,-21.6667,45.1667,88.11,42,33,12.75,scattered clouds
455,Parung,ID,-6.4214,106.7331,74.17,84,100,2.48,overcast clouds
456,Bilma,NE,18.6853,12.9164,73.6,13,18,12.24,few clouds
457,Puerto Escondido,MX,15.85,-97.0667,88.63,70,1,6.91,clear sky
458,Hopkinsville,US,36.8656,-87.4886,59.63,68,100,1.99,overcast clouds
459,Cam Ranh,VN,11.9214,109.1591,71.56,68,20,8.05,few clouds
460,Atambua,ID,-9.1061,124.8925,74.82,91,100,0.56,overcast clouds
461,Thaba Nchu,ZA,-29.2093,26.839,58.78,94,100,3.51,moderate rain
462,Tevaitoa,PF,-16.7833,-151.5,81.01,71,64,17.96,light rain
463,Hervey Bay,AU,-25.2986,152.8535,71.04,77,82,5.14,light rain
464,Boda,CF,4.3189,17.4695,82.94,53,34,4.16,scattered clouds
465,Guangzhou,CN,23.1167,113.25,64.0,30,36,4.12,scattered clouds
466,Pindiga,NG,9.9833,10.9333,83.8,23,46,6.22,scattered clouds
467,Uglovskoye,RU,51.3557,80.1942,25.74,89,94,5.68,overcast clouds
468,Petionville,HT,18.5125,-72.2853,85.69,45,40,14.97,scattered clouds
469,Dzilam Gonzalez,MX,21.2833,-88.9333,83.68,45,31,5.66,scattered clouds
470,Wattegama,LK,6.7989,81.4808,74.43,93,17,1.74,few clouds
471,Kyren,RU,51.6828,102.1408,18.91,74,72,2.77,broken clouds
472,La Roda,ES,39.2167,-2.15,49.73,66,37,18.48,scattered clouds
473,Mersing,MY,2.4312,103.8405,80.51,78,100,12.66,overcast clouds
474,Olga,RU,43.7444,135.2892,14.22,41,1,6.8,clear sky
475,Waingapu,ID,-9.6567,120.2641,81.41,75,100,5.48,moderate rain
476,Longyearbyen,SJ,78.2186,15.6401,21.04,73,75,25.32,light snow
477,Grand Gaube,MU,-20.0064,57.6608,79.38,70,2,5.99,clear sky
478,Fairbanks,US,64.8378,-147.7164,-24.02,67,1,0.0,clear sky
479,Hokitika,NZ,-42.7167,170.9667,61.52,96,100,15.99,overcast clouds
480,Kloulklubed,PW,7.0419,134.2556,77.5,77,100,10.67,overcast clouds
481,Smithers,CA,54.7804,-127.1743,23.32,86,90,2.3,light snow
482,Pyaozerskiy,RU,65.8333,31.1667,4.86,93,27,5.82,scattered clouds
483,Pizarro,CO,4.9533,-77.366,78.15,89,100,6.6,moderate rain
484,Pathein,MM,16.7833,94.7333,72.68,82,20,3.44,few clouds
485,Podgornoye,RU,51.735,39.1496,30.42,80,75,4.47,broken clouds
486,North Platte,US,41.1239,-100.7654,37.02,88,90,3.0,overcast clouds
487,Ushibuka,JP,32.1906,130.0228,48.36,63,4,9.17,clear sky
488,Salinas,US,36.6777,-121.6555,54.12,77,90,3.44,overcast clouds
489,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,97.32,20,65,6.17,broken clouds
490,Mitsamiouli,KM,-11.3847,43.2844,81.63,75,31,10.29,light rain
491,Joigny,FR,47.9829,3.401,41.02,77,99,12.26,light rain
492,Petropavlovka,RU,50.6114,105.3196,19.47,80,99,2.46,overcast clouds
493,Kunming,CN,25.0389,102.7183,42.73,93,90,2.24,mist
494,Umm Kaddadah,SD,13.6017,26.6876,81.32,20,0,10.11,clear sky
495,Sisimiut,GL,66.9395,-53.6735,32.79,80,100,16.2,overcast clouds
496,Amurzet,RU,47.6967,131.0981,1.42,88,95,6.35,overcast clouds
497,South Lake Tahoe,US,38.9332,-119.9844,56.26,54,0,2.08,clear sky
498,Deputatskiy,RU,69.3,139.9,-39.5,95,20,2.35,few clouds
499,Westport,US,41.1415,-73.3579,48.42,58,1,1.01,clear sky
500,Grand-Santi,GF,4.25,-54.3833,81.14,89,82,3.71,broken clouds
501,Pleasanton,US,37.6624,-121.8747,55.15,85,90,0.0,overcast clouds
502,Onguday,RU,50.75,86.15,11.75,94,61,2.98,broken clouds
503,Lagos,NG,6.5833,3.75,88.12,73,90,7.7,overcast clouds
504,Igarka,RU,67.4667,86.5833,-38.74,100,44,4.07,scattered clouds
505,Linxia,CN,35.6003,103.2064,26.82,58,0,3.44,clear sky
506,Nobres,BR,-14.7203,-56.3275,91.15,55,99,4.27,overcast clouds
507,Cayenne,GF,4.9333,-52.3333,77.04,91,75,4.0,light rain
508,Dire,ML,12.2833,-10.9667,98.33,11,82,4.79,broken clouds
509,Genhe,CN,50.7833,121.5167,-1.01,100,100,2.3,overcast clouds
510,Lorengau,PG,-2.0226,147.2712,82.36,82,99,18.57,overcast clouds
511,Zaraza,VE,9.3503,-65.3245,95.34,33,70,6.15,broken clouds
512,Were Ilu,ET,10.6,39.4333,49.64,67,1,6.98,clear sky
513,Beringovskiy,RU,63.05,179.3167,8.92,81,74,7.65,broken clouds
514,Areosa,PT,41.7178,-8.8571,56.32,79,10,13.27,clear sky
515,Xichang,CN,27.8964,102.2634,49.44,90,85,1.5,overcast clouds
516,Takaka,NZ,-40.85,172.8,65.97,97,100,9.1,overcast clouds
517,Panguipulli,CL,-39.6333,-72.3333,69.51,29,1,6.11,clear sky
518,Sioux Lookout,CA,50.1001,-91.917,10.47,79,90,11.5,light shower snow
519,Kalutara,LK,6.5831,79.9593,79.81,80,99,0.36,light rain
520,Visby,SE,57.6409,18.296,31.05,86,0,10.36,clear sky
521,Senneterre,CA,48.3835,-77.2328,8.82,85,89,2.91,light snow
522,Pauini,BR,-7.7136,-66.9764,96.55,41,83,1.9,broken clouds
523,Mujiayingzi,CN,42.1167,118.7833,30.04,41,0,7.45,clear sky
524,Dubbo,AU,-32.25,148.6167,57.33,88,0,8.05,clear sky
525,Te Anau,NZ,-45.4167,167.7167,57.36,96,99,3.47,overcast clouds
526,Arona,ES,28.0996,-16.681,66.33,45,20,1.01,few clouds
527,Pisco,PE,-13.7,-76.2167,71.02,83,0,10.36,clear sky
528,Palmas,BR,-10.2128,-48.3603,76.87,94,75,4.61,light rain
529,Avera,US,33.194,-82.5271,69.71,54,89,9.06,overcast clouds
530,Chingirlau,KZ,51.095,54.0814,35.47,68,52,19.19,broken clouds
531,Lamar,US,33.6668,-95.5836,76.35,88,90,8.05,overcast clouds
532,Biak,ID,-0.9131,122.8766,77.13,84,100,1.41,overcast clouds
533,Port Hedland,AU,-20.3167,118.5667,86.05,51,17,11.5,few clouds
534,Lincoln,US,40.8,-96.667,42.66,61,20,5.01,few clouds
535,Xinglongshan,CN,43.9561,125.4661,20.95,53,0,11.18,clear sky
536,Cidreira,BR,-30.1811,-50.2056,73.18,73,68,17.83,broken clouds
537,Oussouye,SN,12.485,-16.5469,93.38,44,98,11.54,overcast clouds
538,Oranjestad,AW,12.524,-70.027,85.95,70,40,18.41,scattered clouds
539,Telford,GB,52.6766,-2.4493,42.84,75,75,21.85,light rain
540,Namatanai,PG,-3.6667,152.4333,80.42,84,58,7.16,light rain
541,Kirakira,SB,-10.4544,161.9205,78.66,83,64,1.72,broken clouds
542,Beloomut,RU,54.9448,39.3394,25.86,86,42,10.65,scattered clouds
543,Porto-Vecchio,FR,41.591,9.2795,62.13,77,75,25.32,broken clouds
544,Polis,CY,35.0367,32.4264,62.42,76,91,4.65,overcast clouds
545,Petropavlovskoye,RU,52.0712,84.107,22.21,92,97,4.23,overcast clouds
546,Perth,AU,-31.9333,115.8333,75.38,49,0,23.02,clear sky
547,Rosarito,MX,32.3333,-117.0333,60.67,79,88,7.11,overcast clouds
548,Naliya,IN,23.2667,68.8333,73.45,36,0,8.55,clear sky
549,Malinovskiy,RU,61.1953,62.8397,8.38,94,100,12.19,snow
550,Murgab,TM,37.4966,61.9714,40.87,87,75,4.61,broken clouds
551,Altamont,US,42.2068,-121.7372,38.79,93,1,0.0,fog
552,Karasjok,NO,69.4719,25.5112,-0.29,100,100,4.56,overcast clouds
553,Lubliniec,PL,50.669,18.6844,34.68,58,97,9.62,overcast clouds
554,Jalingo,NG,8.8833,11.3667,88.41,23,8,3.53,clear sky
555,Dhekiajuli,IN,26.7,92.5,66.88,70,100,3.67,overcast clouds
556,Bandarban,BD,22.1965,92.2262,70.97,80,100,2.13,overcast clouds
557,Coihaique,CL,-45.5752,-72.0662,69.75,40,0,8.05,clear sky
558,Paso De Carrasco,UY,-34.8603,-56.0522,75.65,64,75,11.5,broken clouds
559,Havre-Saint-Pierre,CA,50.2334,-63.5986,27.19,43,1,27.63,clear sky
560,Zhaoyuan,CN,37.3592,120.3964,39.38,66,0,6.89,clear sky
561,Bhimunipatnam,IN,17.8833,83.4333,78.31,83,100,10.69,overcast clouds
562,Ixtlahuacan Del Rio,MX,20.8667,-103.25,70.07,23,76,0.85,broken clouds
563,Gushikawa,JP,26.3544,127.8686,63.63,55,90,9.22,overcast clouds
564,Moose Factory,CA,51.2585,-80.6094,5.0,72,1,8.05,clear sky
565,Ashtian,IR,34.5217,50.0019,39.58,34,54,6.02,broken clouds
566,Nome,US,64.5011,-165.4064,-3.71,100,91,4.74,overcast clouds
567,San Patricio,US,28.017,-97.5169,80.46,65,7,12.17,clear sky
568,Bolu,TR,40.6667,31.5833,46.2,89,100,4.61,overcast clouds
569,Tigil,RU,57.8,158.6667,24.31,97,100,2.46,snow
570,Rocha,UY,-34.4833,-54.3333,76.32,49,88,13.87,overcast clouds
571,Suntar,RU,62.1444,117.6319,22.95,84,88,11.74,overcast clouds
572,Lasa,IT,46.6166,10.7002,34.68,88,97,1.32,overcast clouds
573,Jumla,NP,29.2747,82.1838,44.2,75,2,4.52,clear sky
574,Viedma,AR,-40.8135,-62.9967,72.97,21,100,6.78,overcast clouds
575,Saint-Gabriel,CA,46.3001,-73.3824,19.22,47,34,5.79,scattered clouds
576,Esmeraldas,BR,-19.7625,-44.3139,82.51,65,81,4.16,broken clouds
577,Kinarut,MY,5.8231,116.0466,77.02,94,20,3.44,few clouds
578,Tazovskiy,RU,67.4667,78.7,-28.95,99,20,6.69,few clouds
579,Diu,IN,20.7141,70.9822,73.74,74,0,4.32,clear sky
580,Fortuna,US,40.5982,-124.1573,49.32,69,21,1.01,few clouds
581,Itarema,BR,-2.9248,-39.9167,88.03,57,58,17.05,broken clouds
582,Strezhevoy,RU,60.7333,77.5889,13.98,96,100,6.71,overcast clouds
583,Tolaga Bay,NZ,-38.3667,178.3,58.78,91,99,7.11,overcast clouds
584,Isangel,VU,-19.55,169.2667,77.68,85,96,9.95,overcast clouds
585,Sarakhs,IR,36.5449,61.1577,44.56,77,99,3.15,overcast clouds
586,Gizo,SB,-8.103,156.8419,82.42,78,89,7.81,overcast clouds
587,Boguchany,RU,58.3814,97.4531,23.52,82,100,13.18,overcast clouds
588,Loa Janan,ID,-0.583,117.095,74.41,98,94,0.63,overcast clouds
589,Kasongo-Lunda,CD,-6.4667,16.8167,74.88,89,79,2.86,broken clouds
590,Pirganj,BD,25.8523,88.3618,70.86,62,78,2.42,broken clouds
591,Maniitsoq,GL,65.4167,-52.9,36.66,94,100,20.8,moderate rain
592,Harlingen,US,26.1906,-97.6961,82.2,84,75,16.11,broken clouds
593,Coruripe,BR,-10.1256,-36.1756,85.35,64,55,15.1,broken clouds
594,Saint-Leu,RE,-21.15,55.2833,77.86,80,33,1.41,scattered clouds
595,Sangar,RU,63.9242,127.4739,-15.29,93,100,16.26,light snow
596,Makakilo City,US,21.3469,-158.0858,65.28,81,20,5.75,few clouds
597,Nemuro,JP,43.3236,145.575,33.17,59,100,17.72,overcast clouds
598,Itoman,JP,26.1247,127.6694,64.42,52,75,8.05,broken clouds
599,Awjilah,LY,29.1081,21.2869,58.8,31,0,15.41,clear sky
600,Opuwo,NA,-18.0607,13.84,83.8,23,66,17.4,broken clouds
601,Bushehr,IR,28.9684,50.8385,68.09,52,0,13.8,clear sky
602,Araouane,ML,18.9048,-3.5265,80.15,11,43,10.2,scattered clouds
603,Simao,CN,22.7886,100.9748,50.74,89,88,2.24,overcast clouds
604,Chapleau,CA,47.8405,-83.4034,19.49,86,75,8.05,light snow
605,Balabac,PH,7.9868,117.0645,77.29,89,100,7.34,overcast clouds
606,Houlton,US,46.1262,-67.8403,20.71,62,1,4.61,clear sky
607,Manggar,ID,-2.8833,108.2667,77.79,86,100,6.53,overcast clouds
608,Coahuayana,MX,18.7333,-103.6833,85.48,54,8,3.31,clear sky
609,Asfi,MA,32.2994,-9.2372,63.97,57,0,16.6,clear sky
610,Polyarnyy,RU,69.1989,33.4478,5.81,94,18,7.9,few clouds
611,Soyo,AO,-6.1349,12.3689,73.45,84,96,4.59,overcast clouds
612,Kutum,SD,14.2,24.6667,74.52,22,1,3.87,clear sky
613,Shenjiamen,CN,29.9576,122.298,53.71,56,1,4.07,clear sky
614,Loreto,MX,22.2667,-101.9667,67.48,29,9,3.42,clear sky
615,Sao Borja,BR,-28.6606,-56.0044,90.95,28,97,3.04,overcast clouds
616,Mana,GF,5.6592,-53.7767,78.31,84,94,7.23,overcast clouds
617,Evensk,RU,61.95,159.2333,3.63,88,100,13.85,overcast clouds
618,Bambanglipuro,ID,-7.95,110.2833,64.6,89,100,3.96,overcast clouds
619,Marsh Harbour,BS,26.5412,-77.0636,75.07,65,2,11.5,clear sky
620,Popondetta,PG,-8.7537,148.2534,73.89,98,99,3.11,overcast clouds
621,Quesnel,CA,52.9999,-122.5029,18.1,93,75,0.0,broken clouds
622,Acapulco,MX,16.8634,-99.8901,84.02,61,1,3.44,clear sky
623,Morant Bay,JM,17.8815,-76.4093,85.62,71,72,9.17,broken clouds
624,Gobabis,NA,-22.45,18.9667,82.26,16,97,19.66,overcast clouds
625,Salekhard,RU,66.53,66.6019,-30.03,94,11,3.2,few clouds
626,Kalga,RU,50.9251,118.898,2.75,99,93,3.27,overcast clouds
627,San Pedro,PH,14.35,121.0167,76.32,68,20,6.91,few clouds
628,Kiama,AU,-34.6833,150.8667,63.0,85,100,1.01,overcast clouds
629,Antofagasta,CL,-23.65,-70.4,70.21,57,12,9.62,few clouds
630,Kuusamo,FI,65.9667,29.1833,-0.36,78,0,2.3,clear sky
631,Messina,IT,38.1933,15.5497,58.77,59,40,5.01,scattered clouds
632,Dongli,CN,23.5656,116.8194,51.78,87,0,4.47,clear sky
633,Atar,MR,20.5169,-13.0499,86.16,12,69,11.1,broken clouds
634,Aquiraz,BR,-3.9014,-38.3911,87.89,63,30,14.47,scattered clouds
635,Rapu-Rapu,PH,13.1866,124.1256,78.57,75,91,22.73,overcast clouds
636,Bilibino,RU,68.0546,166.4372,-38.07,100,99,4.5,overcast clouds
637,Faranah,GN,10.0404,-10.7434,92.23,21,77,4.81,broken clouds
638,Deori,IN,21.45,82.6167,67.42,73,89,3.6,overcast clouds
639,Puerto Ayacucho,VE,5.6639,-67.6236,89.38,51,95,1.25,overcast clouds
640,Port Hardy,CA,50.6996,-127.4199,37.76,93,75,4.61,broken clouds
641,Hearst,CA,49.6835,-83.6665,8.85,86,100,6.73,overcast clouds
642,Byumba,RW,-1.5763,30.0675,62.8,89,100,1.77,light rain
643,Tabou,CI,4.423,-7.3528,82.83,72,37,7.61,scattered clouds
644,Mount Isa,AU,-20.7333,139.5,82.17,47,44,5.75,scattered clouds
645,Gambela,ET,8.25,34.5833,89.13,30,65,2.04,broken clouds
646,Boa Vista,BR,2.8197,-60.6733,87.78,51,75,10.36,broken clouds
647,Bundaberg,AU,-24.85,152.35,71.22,90,75,9.22,light rain
648,Sidi Ali,DZ,36.0998,0.4206,54.57,72,0,15.84,clear sky
649,Melville,US,40.7934,-73.4151,48.76,53,1,1.01,clear sky
650,Cape Coast,GH,5.1053,-1.2466,82.76,76,90,10.07,overcast clouds
651,Winslow,US,35.0242,-110.6974,42.98,49,1,4.61,clear sky
652,Mackay,AU,-21.15,149.2,73.69,75,0,5.53,clear sky
653,Mazatlan,MX,23.2167,-106.4167,82.02,87,75,0.0,broken clouds
654,Kadhan,PK,24.481,68.9859,72.48,20,0,8.63,clear sky
655,Wahiawa,US,21.5028,-158.0236,63.46,87,75,0.0,broken clouds
656,Ribeira Brava,PT,32.65,-17.0667,67.12,58,88,11.16,overcast clouds
657,Tiznit,MA,29.5833,-9.5,61.02,41,0,6.98,clear sky
658,Bitung,ID,1.4451,125.1824,74.25,81,100,4.72,moderate rain
659,Erzin,TR,36.9559,36.2,55.92,50,100,7.61,overcast clouds
660,Agadez,NE,19.75,10.25,72.43,16,27,9.82,scattered clouds
661,Three Hills,CA,51.7001,-113.2686,21.49,79,100,2.3,overcast clouds
662,Valle De Allende,MX,26.9333,-105.4,66.0,32,89,1.48,overcast clouds
663,Kuah,MY,6.3265,99.8432,80.58,78,20,5.75,few clouds
664,Jiaocheng,CN,24.6774,116.1389,46.63,58,14,2.19,few clouds
665,Tacuarembo,UY,-31.7333,-55.9833,84.29,34,91,10.65,overcast clouds
666,Sungaipenuh,ID,-2.0833,101.3833,65.05,98,100,1.32,heavy intensity rain
667,Armeria,MX,18.9333,-103.9667,85.77,57,5,2.59,clear sky
668,Portsmouth,GB,50.799,-1.0913,44.49,82,7,8.99,clear sky
669,Los Andes,CL,-32.8337,-70.5983,86.9,18,0,8.93,clear sky
670,Caninde,BR,-4.3589,-39.3117,95.68,33,58,11.16,broken clouds
671,Kurumkan,RU,54.3,110.3,15.06,93,64,4.61,broken clouds
672,Karaman,TR,37.0833,33.25,42.85,64,57,13.31,broken clouds
673,La Sarre,CA,48.8002,-79.1996,15.06,88,98,1.52,overcast clouds
674,Vila,PT,42.0304,-8.1588,45.34,92,71,3.74,broken clouds
675,Bassano,CA,50.7834,-112.4685,26.96,77,100,11.27,light snow
676,Stuttgart,DE,48.7823,9.177,48.65,91,20,6.91,few clouds
677,Santiago Del Estero,AR,-27.7951,-64.2615,86.63,37,71,8.55,broken clouds
678,Sofiyivka,UA,48.0493,33.8746,30.36,59,100,7.34,overcast clouds
679,Ucluelet,CA,48.9329,-125.5528,37.09,91,100,2.68,overcast clouds
680,Parana,AR,-31.732,-60.5238,83.57,49,84,9.82,broken clouds
681,Purpe,RU,64.4803,76.6897,-9.94,97,99,6.08,overcast clouds
682,Bandar-E Lengeh,IR,26.5579,54.8807,71.71,49,12,4.61,few clouds
683,Muravlenko,RU,63.7898,74.523,-15.14,97,90,7.27,overcast clouds
684,Dalbandin,PK,28.8947,64.4101,58.96,49,4,7.52,clear sky
685,Khash,IR,28.2211,61.2158,50.54,51,1,3.76,clear sky
686,Maceio,BR,-9.6658,-35.7353,89.04,62,75,16.11,broken clouds
687,Biloela,AU,-24.4167,150.5,70.81,87,49,2.06,scattered clouds
688,Bestobe,KZ,52.4994,73.0975,31.24,93,100,11.07,overcast clouds
689,Villa Carlos Paz,AR,-31.4241,-64.4978,76.28,61,58,8.01,broken clouds
690,Rjukan,NO,59.8789,8.5941,22.64,98,99,4.12,overcast clouds
691,San Lawrenz,MT,36.0553,14.204,56.86,70,8,4.0,clear sky
692,Ambanja,MG,-13.6833,48.45,78.03,87,27,0.94,light rain
693,Kharabali,RU,47.4196,47.2568,42.01,94,20,14.99,few clouds
694,Sheffield,GB,53.383,-1.4659,43.14,91,99,1.01,moderate rain
695,Shelburne,CA,44.0787,-80.2041,35.56,75,92,18.81,overcast clouds
